Substrates	Concentration	Strain_Media	Growth_Status	Temperature	References
2-Mercapto-1-methylimidazole	186± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
4-Oxohexanoate	32± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Isobutylamine	26± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Methyl sulfate	130± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Nicotinamide hypoxanthine dinucleotide	146± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Triethanolamine	61± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Cytidine monophosphate N-acetylneuraminic acid	169± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
CL(15:0cyclo/15:0cyclo/15:0cyclo/15:0cyclo)	0.05822± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/15:0cyclo/18:1(9Z))	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/15:0cyclo/19:0cycv8c)	0.06659± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:0/16:1(9Z))	0.03935± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:0/18:1(9Z))	0.03696± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:0/19:0cycv8c)	0.06756± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:0/17:0cycw7c)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:0/14:0)	0.05822± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:1(9Z)/16:0)	0.03935± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:1(9Z)/16:1(9Z))	0.05028± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:1(9Z)/18:1(9Z))	0.04261± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:1(9Z)/19:0cycv8c)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:1(9Z)/17:0cycw7c)	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/16:1(9Z)/14:0)	0.04668± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/18:1(9Z)/15:0cyclo)	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/18:1(9Z)/16:0)	0.03696± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/18:1(9Z)/16:1(9Z))	0.04261± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/18:1(9Z)/18:1(9Z))	0.03907± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/18:1(9Z)/19:0cycv8c)	0.04144± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/18:1(9Z)/17:0cycw7c)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/18:1(9Z)/14:0)	0.05028± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/19:0cycv8c/15:0cyclo)	0.06659± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/19:0cycv8c/16:0)	0.06756± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/19:0cycv8c/16:1(9Z))	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/19:0cycv8c/18:1(9Z))	0.04144± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/19:0cycv8c/19:0cycv8c)	0.10726± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/19:0cycv8c/17:0cycw7c)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/19:0cycv8c/14:0)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/17:0cycw7c/16:0)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/17:0cycw7c/16:1(9Z))	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/17:0cycw7c/18:1(9Z))	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/17:0cycw7c/19:0cycv8c)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/17:0cycw7c/17:0cycw7c)	0.06659± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/14:0/16:0)	0.05822± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/14:0/16:1(9Z))	0.04668± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/14:0/18:1(9Z))	0.03935± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/15:0cyclo/14:0/19:0cycv8c)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/15:0cyclo/16:1(9Z))	0.05028± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/15:0cyclo/18:1(9Z))	0.03696± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/15:0cyclo/19:0cycv8c)	0.06756± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/15:0cyclo/17:0cycw7c)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/15:0cyclo/14:0)	0.05822± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/16:0/16:0)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/16:0/16:1(9Z))	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/16:0/18:1(9Z))	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/16:0/19:0cycv8c)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/16:0/17:0cycw7c)	0.06659± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/16:1(9Z)/15:0cyclo)	0.03935± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/16:1(9Z)/16:0)	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/16:1(9Z)/16:1(9Z))	0.04701± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/18:1(9Z)/15:0cyclo)	0.03696± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/18:1(9Z)/16:0)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/18:1(9Z)/18:1(9Z))	0.03643± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/19:0cycv8c/15:0cyclo)	0.06756± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/19:0cycv8c/16:0)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/19:0cycv8c/19:0cycv8c)	0.0815± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/17:0cycw7c/15:0cyclo)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/17:0cycw7c/16:0)	0.06659± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/17:0cycw7c/17:0cycw7c)	0.06756± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:0/14:0/15:0cyclo)	0.05822± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/15:0cyclo/16:1(9Z))	0.05028± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/15:0cyclo/18:1(9Z))	0.04261± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/15:0cyclo/19:0cycv8c)	0.06756± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/15:0cyclo/17:0cycw7c)	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/15:0cyclo/14:0)	0.04668± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/16:0/16:0)	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/16:0/16:1(9Z))	0.04701± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/16:1(9Z)/15:0cyclo)	0.05028± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/16:1(9Z)/16:0)	0.04701± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/16:1(9Z)/16:1(9Z))	0.07563± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/16:1(9Z)/18:1(9Z))	0.05487± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/16:1(9Z)/19:0cycv8c)	0.03907± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/16:1(9Z)/17:0cycw7c)	0.04261± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/16:1(9Z)/14:0)	0.07025± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/18:1(9Z)/15:0cyclo)	0.04261± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/18:1(9Z)/16:1(9Z))	0.05487± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/18:1(9Z)/18:1(9Z))	0.04892± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/19:0cycv8c/15:0cyclo)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/19:0cycv8c/16:1(9Z))	0.03907± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/19:0cycv8c/19:0cycv8c)	0.04948± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/17:0cycw7c/15:0cyclo)	0.03562± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/17:0cycw7c/16:1(9Z))	0.04261± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/17:0cycw7c/17:0cycw7c)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/14:0/15:0cyclo)	0.04668± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/16:1(9Z)/14:0/16:1(9Z))	0.07025± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/15:0cyclo/18:1(9Z))	0.03907± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/15:0cyclo/19:0cycv8c)	0.04144± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/15:0cyclo/17:0cycw7c)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/15:0cyclo/14:0)	0.03935± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/16:0/16:0)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/16:0/18:1(9Z))	0.03643± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/16:1(9Z)/16:1(9Z))	0.05487± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/16:1(9Z)/18:1(9Z))	0.04892± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/18:1(9Z)/15:0cyclo)	0.03907± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/18:1(9Z)/16:0)	0.03643± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/18:1(9Z)/16:1(9Z))	0.04892± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/18:1(9Z)/18:1(9Z))	0.04991± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/18:1(9Z)/19:0cycv8c)	0.04962± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/18:1(9Z)/17:0cycw7c)	0.04241± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/18:1(9Z)/14:0)	0.03779± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/19:0cycv8c/15:0cyclo)	0.04144± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/19:0cycv8c/18:1(9Z))	0.04962± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/19:0cycv8c/19:0cycv8c)	0.05842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/17:0cycw7c/15:0cyclo)	0.03637± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/17:0cycw7c/18:1(9Z))	0.04241± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/17:0cycw7c/17:0cycw7c)	0.04144± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/14:0/15:0cyclo)	0.03935± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/18:1(9Z)/14:0/18:1(9Z))	0.03779± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/19:0cycv8c/15:0cyclo/19:0cycv8c)	0.10726± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/19:0cycv8c/15:0cyclo/17:0cycw7c)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/19:0cycv8c/15:0cyclo/14:0)	0.05946± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/19:0cycv8c/16:0/16:0)	0.08548± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/19:0cycv8c/16:0/19:0cycv8c)	0.0815± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/19:0cycv8c/16:1(9Z)/16:1(9Z))	0.03907± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/19:0cycv8c/16:1(9Z)/19:0cycv8c)	0.03986± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/19:0cycv8c/18:1(9Z)/18:1(9Z))	0.04962± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/19:0cycv8c/18:1(9Z)/19:0cycv8c)	0.05842± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
CL(15:0cyclo/19:0cycv8c/19:0cycv8c/15:0cyclo)	0.10726± 0.0 uM	K12Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	PMID: 22956318
